row_id,county_code,year,state,population,renter_occupied_households,pct_renter_occupied,median_gross_rent,median_household_income,median_property_value,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,rucc,urban_influence,economic_typology,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pop_per_dentist,pop_per_primary_care_physician,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,evictions
51,ec6ca2d,a,f2c60ec,42544,6088,32.785,594,38369,105815,30.381,0.909612326,0.040576541,0.028677932,0.002604374,0.005248509,9.94E-05,0.012385686,0.000795229,16.111,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.416,0.052,0.211,0.06,0.308,0.262,0.134,0.08,0.095,0.319,13.97360606,2.9,25.59,301,3299,1420,0.516,0.237,0.164,0.189378758,0.412825651,0.240480962,0.157314629,13.45591115,11.93520887,190
52,6a4fae1,a,dc52510,21151,2395,26.688,660,44299,156103,29.54,0.653215073,0.265668143,0.066317713,9.93E-05,0.003595479,0,0.011104269,0,10.495,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.366,0.081,0.272,0.11,0.314,0.165,0.136,0.099,,0.244,12.95559726,,22.78,284,5340,4230,0.515,0.215,0.206,0.155688623,0.391217565,0.280439122,0.172654691,10.56628694,11.0851671,73
53,fba295f,b,930f257,663984,46778,21.222,1211,89152,200318,26.62,0.352045348,0.206201411,0.237517839,0.001776394,0.183976528,0.000299392,0.016496512,0.001686576,6.554,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.504,0.045,0.233,0.133,0.25,0.101,0.079,0.09,0.156,0.213,8.600643688,3.74,8.67,203,2329,1470,0.506,0.284,0.084,0.110889111,0.173826174,0.276723277,0.438561439,13.58399519,4.063090011,1532
54,9066005,a,be99678,26330,4180,40.869,757,43847,135631,27.278,0.74089343,0.02368007,0.161448687,0.011830077,0.031546872,0.002101133,0.028001832,0.000497899,11.697,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.416,0.048,0.252,0.093,0.295,0.166,0.086,0.071,0.194,0.256,9.002048976,,17.76,246,1370,1740,0.482,0.263,0.115,0.1444333,0.277833501,0.411233701,0.166499498,18.07761837,6.077156814,21
55,93da47f,b,a972798,20350,2052,22.883,615,45332,96234,29.132,0.924468922,0.010076863,0.047802054,0.003611128,0.004791301,0.000201739,0.009047994,0,10.66,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.475,0.062,0.211,0.093,0.314,0.178,0.106,0.07,0.137,0.261,13.28128882,,26,314,2319,1889,0.498,0.245,0.17,0.147,0.434,0.286,0.133,13.09360954,10.9927692,36
56,637445d,b,b5e230e,197404,25592,31.537,758,45312,125579,30.108,0.687168133,0.246468431,0.029514898,0.003496503,0.013104374,0,0.018233915,0.002013746,13.025,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.478,0.059,0.254,0.052,0.348,0.221,0.124,0.111,0.149,0.308,9.902821202,8.81,23.23,386,1980,1560,0.515,0.252,0.131,0.141716567,0.358283433,0.29241517,0.20758483,14.12672761,10.13494568,674
57,66d7629,b,c47295b,1862,104,16.037,613,35980,141708,20.628,0.931659202,0.002133763,0.054380756,0,0,0.001107141,0.010215893,0.000503246,16.962,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.31,0.071,0.26,0.167,0.243,,0.097,,,0.285,10.7637796,,,275,,,0.495,0.276,0.236,0.165165165,0.395395395,0.262262262,0.177177177,12.69629135,27.39726027,0
58,3c05c2b,a,533155c,3180,348,20.622,558,35786,48187,29.075,0.940400436,0.005282981,0.025968877,0.002795123,0.001575974,0,0.023976608,0,14.895,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.513,0.05,0.227,0.104,0.285,0.244,0.119,0.06,,0.298,8.244513248,,64.27,290,3220,,0.497,0.222,0.223,0.099297894,0.385155466,0.357071214,0.158475426,10.17164654,14.62174189,2
59,bd2c421,a,d897010,125317,8424,16.546,1327,105444,393802,30.579,0.869272745,0.023930946,0.058557397,0.000595297,0.036114694,0.001498165,0.009137811,0.000892946,2.887,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.519,0.043,0.09,0.033,0.207,0.128,0.066,0.069,0.182,0.183,11.38671799,,5.68,191,1250,849,0.51,0.22,0.147,0.056,0.226,0.231,0.487,7.262534242,7.318277378,7
60,e5f0755,a,2af7250,6664,582,15.602,471,44497,68867,26.193,0.970462902,0.004835541,0.009882637,0,0.002337178,0,0.012481741,0,11.183,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.45,0.059,0.15,0.035,0.3,,0.104,0.08,,0.271,14.12629658,,38.44,298,6669,,0.511,0.232,0.184,0.114885115,0.368631369,0.406593407,0.10989011,10.65286867,10.04413331,0
61,9967ca3,b,720fc77,16076,1319,21.267,646,36292,74109,31.208,0.853311784,0.086119342,0.03685413,0.002214839,0.006305309,0,0.015194597,0,14.196,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.352,0.074,0.258,0.1,0.354,0.312,0.137,0.08,0.075,0.337,11.73849241,,39.54,293,4390,5490,0.459,0.198,0.208,0.209950249,0.410945274,0.299502488,0.07960199,10.609247,15.44304592,3
62,ce9ef5d,b,429dafa,226483,36360,40.521,814,44369,122008,31.636,0.368296918,0.558266507,0.034414926,0.001816594,0.022722483,0.000100364,0.013268163,0.001114044,17.971,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.463,0.068,0.212,0.051,0.356,0.191,0.142,0.119,0.148,0.291,12.96209595,14.06,14.94,275,1679,1120,0.521,0.247,0.123,0.146,0.262,0.283,0.309,14.10004527,9.11140706,1702
63,720499f,a,930f257,5927,573,26.141,612,39040,72404,33.366,0.664744008,0.032668442,0.287846053,0,0.00270311,0,0.012038386,0,10.511,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.374,0.037,0.34,0.171,0.299,,0.109,0.07,,0.282,9.394631752,,36.99,256,3000,3000,0.449,0.202,0.211,0.218344965,0.307078764,0.329012961,0.14556331,11.72273191,8.3248386,7
64,da7e9e5,a,ea48b30,63168,10090,34.817,708,38604,170469,33.084,0.85872037,0.006097258,0.05912553,0.02533242,0.012134934,0.001400185,0.034706706,0.002482597,11.784,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.415,0.074,0.226,0.064,0.305,0.26,0.104,0.07,0.183,0.218,7.740711997,2.2,15.39,256,1480,1110,0.511,0.186,0.233,0.108673978,0.326021934,0.381854437,0.183449651,9.582096442,14.16622231,163
65,deca991,a,f02e4c4,147335,15541,26.492,827,68022,172861,28.851,0.818982771,0.05135426,0.04613435,0.000905187,0.058646042,0.000100576,0.023082261,0.000794553,5.295,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.554,0.029,0.089,0.044,0.222,0.115,0.072,0.061,0.143,0.192,12.23928135,0.7,7.51,163,1239,420,0.514,0.248,0.136,0.057942058,0.207792208,0.320679321,0.413586414,14.6821143,6.405171927,93
66,e3aa2dd,a,56f170e,167409,19078,28.045,759,56548,152463,30.012,0.915186505,0.033154275,0.016255836,0.001295246,0.009719363,0,0.023083488,0.001305286,9.25,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.507,0.044,0.157,0.052,0.307,0.232,0.118,0.08,0.199,0.267,13.53347598,2.4,11.27,248,2900,2320,0.51,0.237,0.148,0.101303912,0.373119358,0.297893681,0.227683049,12.2547579,9.204292986,635
67,7cc8d75,a,408e6ed,13157,1743,29.788,720,51387,174655,28.416,0.819697717,0.004974273,0.144294187,0.009807574,0.007411062,0.00793467,0.00355449,0.002326026,7.838,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.547,0.046,0.209,0.104,0.272,0.22,0.068,0.09,0.26,0.244,13.1503304,,16.98,232,2180,2199,0.482,0.259,0.123,0.1001001,0.402402402,0.343343343,0.154154154,14.57477324,6.977285061,13
68,c1eadc3,a,2af7250,29320,2737,22.165,594,46965,77561,26.127,0.88193407,0.086814062,0.016412708,0.00179265,0.004750523,0.000398367,0.00789762,0,10.751,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.416,0.075,0.138,0.033,0.271,0.195,0.097,0.07,0.16,0.234,12.6101923,,17.51,274,1559,1969,0.472,0.209,0.178,0.145290581,0.415831663,0.30761523,0.131262525,8.904810645,12.76015012,27
69,ee38bab,a,f2c60ec,46777,6133,28.279,592,42345,88772,27.215,0.889012063,0.059852661,0.01816038,0.001995425,0.004776926,0,0.024569926,0.00163262,12.773,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.421,0.056,0.196,0.059,0.371,0.241,0.124,0.09,0.093,0.324,14.22523991,2.9,18.51,363,2110,970,0.508,0.227,0.167,0.15438247,0.395418327,0.296812749,0.153386454,12.54561551,11.85463497,90
70,7d0ce51,a,f1f4f42,9060,824,22.798,556,38854,87551,32.334,0.981156094,0.001693947,0.006354807,0.000611425,0,0,0.010183728,0,13.556,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.41,0.094,0.231,0.047,0.357,0.292,0.133,0.08,0.171,0.359,13.54565392,,17.49,341,8989,1500,0.507,0.2,0.199,0.136136136,0.491491491,0.26026026,0.112112112,10.43574799,11.21287816,7
71,8985ccd,a,c47295b,238656,23994,28.713,793,56581,168423,28.731,0.772537289,0.010675691,0.174527399,0.006163701,0.011269904,0.002024353,0.021794523,0.001007141,9.374,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.483,0.041,0.205,0.104,0.281,0.124,0.083,0.079,0.111,0.181,11.84563529,0.9,10.54,245,1270,2229,0.503,0.293,0.108,0.104790419,0.29241517,0.372255489,0.230538922,16.0086283,6.962968167,301
72,6d25e4f,a,bd5a09a,109072,12470,26.996,809,57416,144608,30.411,0.90853507,0.022886116,0.040721778,0.001879008,0.01183079,0.000198837,0.01204951,0.001898891,6.486,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.504,0.047,0.105,0.038,0.288,0.145,0.089,0.07,0.156,0.183,12.35104971,0.9,9.75,242,1939,1200,0.506,0.211,0.17,0.075697211,0.283864542,0.323705179,0.316733068,9.510435948,9.437489172,2
73,85a5d03,b,f02e4c4,8608,668,18.551,554,51983,98057,22.097,0.941938672,0.003529258,0.03275151,0.003045245,0.004104022,0.004245193,0.010386101,0,5.908,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.57,0.049,0.121,0.088,0.318,,0.09,0.061,,0.223,12.74754707,,29.11,200,2909,8630,0.501,0.216,0.231,0.108216433,0.365731463,0.345691383,0.180360721,9.889915818,12.36239477,1
74,bdb8679,a,26926ff,13776,1387,26.831,582,36661,85648,29.841,0.72204681,0.03896156,0.03448103,0.122157069,0.00513206,0.00090212,0.07631935,0,17.476,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.356,0.065,0.318,0.142,0.35,0.226,0.127,0.08,,0.307,10.1817717,,31.34,373,4629,4660,0.485,0.231,0.175,0.180458624,0.409770688,0.270189432,0.139581256,12.66647365,10.56745802,19
75,18bee63,b,f723d72,9140,998,23.841,588,46897,85318,26.108,0.95447098,0.0004965,0.025152674,0.0003972,0.004329477,0.0002979,0.01485527,0,10.707,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.578,0.041,0.125,0.043,0.293,0.231,0.09,0.079,,0.288,10.55286521,,16.43,263,3089,1160,0.508,0.223,0.211,0.083748754,0.35892323,0.373878365,0.183449651,11.16340155,13.68063916,15
76,b86ad6d,a,a972798,15515,1386,22.144,695,51612,112158,29.001,0.95757365,0.001500323,0.025346515,0,0.000596155,0.002573402,0.012409956,0,7.752,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.553,0.04,0.164,0.082,0.33,0.256,0.123,0.08,,0.3,13.40830533,,15.15,286,1950,2610,0.498,0.22,0.189,0.115346038,0.403209629,0.285857573,0.19558676,9.107468124,11.05906844,40
77,5dc1921,a,f2c60ec,119376,20048,42.649,692,44911,142090,29.384,0.805992727,0.093387163,0.048937598,0.002925236,0.030364352,0.00150269,0.015998638,0.000891596,13.125,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.478,0.045,0.234,0.069,0.291,0.253,0.086,0.09,0.131,0.278,14.04693308,2.8,13.19,273,1569,1359,0.508,0.223,0.119,0.12662014,0.310069791,0.282153539,0.28115653,13.54333292,7.251548337,678
78,9d58129,a,429dafa,53973,6602,28.554,631,40575,100387,30.295,0.789476319,0.155222297,0.024186847,0.005726356,0.003003334,0.000600667,0.02178418,0,13.972,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.438,0.08,0.18,0.039,0.338,0.293,0.148,0.1,0.074,0.318,12.64941874,4.3,19.94,307,2469,1810,0.517,0.218,0.182,0.161161161,0.345345345,0.307307307,0.186186186,10.90855577,12.87687865,81
79,da4f737,b,92a2585,3619,375,24.492,533,42499,78871,26.053,0.973322272,0.00049977,0.025178418,0,0.00049977,0.00049977,0,0,8.551,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.581,0.027,0.184,0.086,0.302,0.132,0.114,0.081,0.267,0.287,11.22024839,,,239,3849,,0.496,0.234,0.196,0.106467662,0.381094527,0.346268657,0.166169154,10.33952774,17.04624843,0
80,8fcd2b3,b,dc52510,17753,1242,16.164,796,51338,153969,28.491,0.862113765,0.11152963,0.014019256,0,0.003827096,0,0.008510253,0,9.922,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.465,0.07,0.247,0.111,0.314,,0.118,0.089,,0.293,12.9475265,,24.49,301,6019,8869,0.505,0.26,0.138,0.13,0.391,0.317,0.162,8.160508766,8.779581844,0
81,6727747,a,408e6ed,16030,1293,17.822,1087,56968,244282,34.336,0.904749115,0,0.055956786,0.01080339,0.009569854,0.007630019,0.011290836,0,3.171,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.564,0.034,0.197,0.12,0.203,0.157,0.061,0.11,0.207,0.18,12.52357374,,17.5,155,8060,4000,0.476,0.168,0.151,0.043172691,0.254016064,0.412650602,0.290160643,6.99577212,5.535784895,1
82,9be4ca1,b,f1f4f42,33781,2690,20.451,583,45064,106545,26.703,0.930241847,0.03899307,0.016455974,0.00200707,0.001587682,0.000399417,0.009615961,0.000698979,11.271,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.43,0.061,0.25,0.057,0.352,0.269,0.108,0.09,0.089,0.35,13.31042393,4.84,21.87,307,5169,3370,0.482,0.193,0.164,0.178,0.465,0.212,0.145,10.06408454,10.74489026,58
83,778d50d,b,56f170e,174278,14070,20.695,824,66952,181168,28.371,0.943499819,0.013921789,0.018538965,0.002107841,0.01154294,0,0.009987152,0.000401494,5.147,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.535,0.051,0.131,0.059,0.286,0.146,0.111,0.07,0.174,0.229,13.7017998,0.93,8.42,233,2099,1630,0.508,0.243,0.143,0.065458207,0.32326284,0.304128902,0.30715005,10.37978367,7.566571276,165
84,34e85ab,a,930f257,53003,5290,23.216,847,56100,153402,31.486,0.854754911,0.008043083,0.11451152,0.008033092,0.005844973,0,0.008512679,0.000299742,7.965,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Mining-dependent,0.439,0.045,0.262,0.15,0.258,0.224,0.109,0.07,0.191,0.249,9.401095602,3,22.12,251,2399,1920,0.511,0.206,0.234,0.116817724,0.283987915,0.344410876,0.254783484,11.64760501,13.66212789,6
85,65df3d1,b,b5e230e,14945,1235,21.48,522,37309,70392,22.779,0.833407842,0.111823086,0.038466506,0.006974041,0.000298036,0.000794763,0.008235727,0,19.478,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.45,0.051,0.26,0.078,0.356,0.263,0.117,0.08,,0.292,10.45752825,,28.4,382,8080,1659,0.481,0.23,0.154,0.21978022,0.435564436,0.227772228,0.116883117,12.45791246,11.17845118,0
86,3690043,b,9759812,8966,663,17.276,942,63844,248666,24.03,0.861153819,0.103534212,0.014158954,0.002492137,0.004793344,0.000301468,0.013566067,0,5.694,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.47,0.047,0.184,0.089,0.274,0.248,0.131,0.08,,0.249,12.18123352,,22.8,265,8970,4480,0.51,0.173,0.273,0.079079079,0.333333333,0.297297297,0.29029029,5.879027699,10.4013567,17
87,4e11ff5,a,f93b51e,12723,1124,37.09,496,41406,111344,24.742,0.82676271,0.09608353,0.037989061,0.006027637,0.002311425,0.000199261,0.030327485,0.000298891,11.398,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.403,0.046,0.185,0.089,0.352,0.206,0.106,0.08,,0.292,8.788591343,,,295,12839,4310,0.374,0.17,0.155,0.144,0.489,0.252,0.115,7.666772052,8.299083149,4
88,8b83cff,a,f02e4c4,26053,2538,26.249,734,49094,141144,29.072,0.898995552,0.00552696,0.018269952,0.050552196,0.004427565,0,0.02192794,0.000299835,9.418,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.484,0.058,0.124,0.072,0.291,0.254,0.091,0.06,0.235,0.249,11.94074686,,24.81,224,2150,1070,0.5,0.244,0.174,0.105105105,0.38038038,0.366366366,0.148148148,12.34376213,10.9463551,23
89,ccb47d5,b,a972798,34586,3394,22.274,673,48471,128194,26.19,0.942997734,0.002515246,0.03233888,0.000499057,0.004271926,0.000299434,0.016279232,0.000798491,7.363,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.576,0.048,0.201,0.09,0.326,0.219,0.129,0.081,0.202,0.274,12.95515609,,18.06,262,3539,2260,0.498,0.215,0.162,0.104,0.382,0.315,0.199,11.16717316,9.015165835,105
